Name,Description,SUBZONE_NO,SUBZONE_N,PLN_AREA_N,REGION_N,lon,lat
67721,Aft Punggol Rd,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.89819238601865,1.3797134971627802
67729,Bef Punggol Rd,3,HOUGANG EAST,HOUGANG,NORTH-EAST REGION,103.89872566951759,1.37948933048443
67731,Bef Sengkang East Dr,2,RIVERVALE,SENGKANG,NORTH-EAST REGION,103.90138066955191,1.3801873860491598
67739,Aft Sengkang East Dr,3,HOUGANG EAST,HOUGANG,NORTH-EAST REGION,103.90195091871207,1.3799842317683197
67741,THANGGAM STN,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.875622,1.3971275
67759,COMPASSVALE INT,3,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,103.89720218513327,1.3912952233287599
67761,OPP BLK 326D,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.887595,1.396006
67769,BLK 326D,4,ANCHORVALE,SENGKANG,NORTH-EAST REGION,103.88766378607079,1.3960737860305599
68011,Bef Jln Kayu,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.8701030697383,1.3913169267408
68019,Aft Jln Kayu,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87060612962611,1.3910669407329699
68021,Opp Blk 448A,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87247096088879,1.39317909764213
68029,Blk 448A,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87264955115819,1.3931216211816202
68031,Jln Kayu Shophouse,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87307298530668,1.3970502425247802
68039,Aft Abundant Grace Ch,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87311388899467,1.3965297219787103
68049,Opp Jln Tari Lilin,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.8729604565282,1.3985166030941403
68051,Bef TPE,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87232065200855,1.3995501185247903
68059,Aft TPE,6,FERNVALE,SENGKANG,NORTH-EAST REGION,103.87243527803194,1.3997863889863298
68061,Sing-China Bldg,4,SELETAR,SELETAR,NORTH-EAST REGION,103.87206315994297,1.4071921213532201
68069,Opp Sing-China Bldg,4,SELETAR,SELETAR,NORTH-EAST REGION,103.87228032413654,1.4075721763173898
68081,Bef Seletar A'Space Rise,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86681241814273,1.4055932357672698
68089,Aft Seletar A'Space Rise,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86666745163518,1.4057019606522796
68091,Aft Baker St,4,SELETAR,SELETAR,NORTH-EAST REGION,103.8711692911676,1.4088569982272798
68099,Bef Baker St,4,SELETAR,SELETAR,NORTH-EAST REGION,103.87095311541565,1.4088500995799602
68101,Rolls Royce Pte Ltd,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86344710129676,1.40378584520974
68109,Opp Rolls Royce Pte Ltd,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86349233396736,1.4040033258150602
68111,Bef Seletar Camp G,4,SELETAR,SELETAR,NORTH-EAST REGION,103.87138805557646,1.4022219444769202
68119,Aft Seletar Camp G,4,SELETAR,SELETAR,NORTH-EAST REGION,103.87194871751426,1.40231306085319
68121,Bef West Camp Rd,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.85999518683653,1.40580853768965
68129,Aft West Camp Rd,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86016462232045,1.4060652296908602
68131,Opp Youth Flying Club,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86188939696589,1.41460695862945
68139,Youth Flying Club,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86207999648195,1.4144389729382998
68141,Opp Seletar Airport,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86347697141191,1.42043301652737
68149,Seletar Airport,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.8627970000091,1.4189160455653098
68151,BEF SHELL AVIATION,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86619112165944,1.4233331118404602
68159,AFT SHELL AVIATION,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86626907370781,1.4230689021056597
68161,Aft Seletar A'Space Lane,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86179481507452,1.4107690348905797
68169,Bef Seletar A'Space Lane,1,SELETAR AEROSPACE PARK,SELETAR,NORTH-EAST REGION,103.86188409763393,1.4107138403801
68171,Bef Yishun Ave 8,5,LOWER SELETAR,YISHUN,NORTH REGION,103.85535247743789,1.4270425104134197
68179,Aft Yishun Ave 8,5,LOWER SELETAR,YISHUN,NORTH REGION,103.85550329736579,1.4269839714272403
70011,Opp Blk 125,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.88116008329277,1.3231768766143297
70019,Blk 125,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88145725676175,1.3232299049956198
70021,Opp Canossa Convent Pr,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.88033937941422,1.32640814876454
70029,Aft Canossa Convent Pr,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88054354805391,1.3266255282141697
70031,Opp Aljunied Pk,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87941087761011,1.3292670732562
70039,Aljunied Pk,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.87975573742911,1.32930256265165
70041,Opp Blk 4,11,SENNETT,TOA PAYOH,CENTRAL REGION,103.87841250002135,1.33340805598283
70049,Aft Blk 4,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.87871499999147,1.3329066670326697
70051,Aft Joo Seng Rd,11,SENNETT,TOA PAYOH,CENTRAL REGION,103.87777948299751,1.33627202154131
70059,Aft Joo Seng Rd,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.87831166701761,1.33477611102342
70061,Bef Bidadari Pk Dr,10,BIDADARI,TOA PAYOH,CENTRAL REGION,103.87542864573655,1.3385792370348697
70069,Aft Bidadari Pk Dr,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.87591879816988,1.3383995192887297
70071,Cycle & Carriage,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89841293744438,1.3337716125340098
70079,Aft Regent Motors,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89851833301576,1.3337216669837295
70081,Opp HDB CP,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89497442435284,1.33227580149459
70089,HDB CP,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89443953236936,1.3318770216451197
70091,Opp Traffic Police,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89091372491254,1.33071735944004
70099,Traffic Police,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89132142065273,1.3306315519157803
70101,Opp Gulab Bldg,11,SENNETT,TOA PAYOH,CENTRAL REGION,103.87395296821519,1.3296996501313998
70109,Gulab Bldg,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.874037265782,1.3294624238332298
70111,Opp Cencon Bldg,11,SENNETT,TOA PAYOH,CENTRAL REGION,103.87714812684305,1.3307766855736998
70119,Cencon Bldg,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.8777335022986,1.3307503350977603
70121,Aft Jln Muhibbah,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.88114282141879,1.3319080537308998
70129,Opp Jln Muhibbah,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88058185579888,1.3315754346815603
70131,Bef Davidson Rd,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.88503448837113,1.3327616336300998
70139,Aft Jln Belangkas,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88328460405727,1.3321820215026101
70141,Citimac Ind Cplx,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.88723373413463,1.33325940650465
70149,MacPherson Green Condo,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88646305557553,1.33291249995394
70151,Aft Jln Anggerek,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.8809633442231,1.3276837427956498
70161,OPP MATTAR STN EXIT A,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88324806418214,1.32758635490072
70171,Blk 77,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88547138902759,1.32833666697134
70181,Blk 36,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88691723349123,1.3288617706840402
70191,OPP BLK 66,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88793655793152,1.32722900950909
70201,OPP MACPHERSON STN EXIT D,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88885416699937,1.3246113890296898
70211,Blk 90,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88696166698931,1.3236216670264602
70221,Blk 79 FC,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88512100988676,1.32620809233247
70231,OPP MATTAR STN EXIT B,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88401361102049,1.3261766669877597
70241,MacPherson Pr Sch,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88199999996775,1.32525399997752
70251,Macpherson Stn Exit C,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.89037074589527,1.3249715848198103
70259,Macpherson Stn Exit B,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89080428753107,1.32498730068675
70261,Opp Orion @ Paya Lebar,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88962746952592,1.3288429698006599
70269,Citipoint Ind Cplx,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89014388885742,1.32824611112671
70271,Le Crescendo,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88931512831826,1.33078171512111
70279,Opp Trinity @ Paya Lebar,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.88951499040957,1.3315575192322702
70281,Aft Tai Seng Stn,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.88799999996958,1.33530627797371
70289,Opp Tai Seng Stn,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.88869299997609,1.3350640000249
70291,Asiawide Ind Bldg,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.88713611112667,1.3374349999685498
70299,Opp Asiawide Ind Bldg,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.88758305557131,1.3374750000156
70301,Aft Paya Lebar St,12,JOO SENG,TOA PAYOH,CENTRAL REGION,103.88575915318087,1.3396576002705698
70309,Opp Paya Lebar St,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.88639700003634,1.3396500000182403
70311,Aft Genting Lane,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87901421599854,1.3233556981218602
70319,Aft Kallang Way 4,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87904763225207,1.32319846234081
70321,Aft Kallang Way 1,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87674093245458,1.3224798218966805
70329,Aft Kallang Way 2,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87682676312598,1.3222974802183498
70341,Tannery Blk,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87490379761161,1.3262647132524197
70349,Bef Lor Bakar Batu,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87447469442839,1.32598493140196
70359,Aft Kallang Sector,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.8725688639642,1.3276881206377298
70361,BEF GENTING LK,1,KALLANG WAY,GEYLANG,CENTRAL REGION,103.87346222198977,1.3285997219749397
70371,Macpherson Stn Exit A,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88932330108935,1.32623288866609
70379,Opp Macpherson Stn Exit A,2,MACPHERSON,GEYLANG,CENTRAL REGION,103.88933975894,1.32604294133609
70401,BEF UBI RD 4,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8981156000239,1.33088230075978
70409,BLK 3032A,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8978990690267,1.33094654621155
71011,Aft Paya Lebar Rd,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.8905439271326,1.3341168820776101
71021,Opp Comfort Test Ctr,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.89468782549605,1.33655775095595
71029,Comfort Test Ctr,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89504292943955,1.33654331402892
71031,Opp Gordon Warehse Bldg,9,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,103.8968074607421,1.33913918063035
71041,Opp Air Force Museum,9,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,103.89850711352136,1.3464532689909
71049,Air Force Museum,5,PLAB,PAYA LEBAR,EAST REGION,103.89881549663342,1.3460920927434803
71051,Aft Kim Chuan Rd,9,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,103.89189250385124,1.34151105876514
71059,Bef Kim Chuan Rd,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.89195372882891,1.3406546582886099
71061,Bef Airport Rd,9,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,103.89506854137488,1.33901443022109
71069,Aft Airport Rd,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.89512258677937,1.3385251356058
71071,Opp Comfort Driving Ctr,1,KAKI BUKIT,BEDOK,EAST REGION,103.8978557476654,1.33638181561906
71079,Comfort Driving Ctr,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89825312082961,1.33554558497215
71081,Eunos Technolink,1,KAKI BUKIT,BEDOK,EAST REGION,103.9005998503616,1.33375855817569
71089,Opp Eunos Technolink,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90097214917817,1.3329147989436303
71091,Blk 637,1,KAKI BUKIT,BEDOK,EAST REGION,103.90373154551281,1.33073374785934
71099,Blk 311,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.9038336109893,1.33022638900189
71101,Blk 318,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90283722202501,1.3283069439771
71109,Maha Bodhi Sch,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90256616022272,1.3283182837581702
71111,Blk 343,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90058695177659,1.3267052749653003
71119,Opp Blk 343,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90021869264116,1.32680124825187
71121,UBI STN EXIT B,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8994169,1.330081111
71129,UBI STN EXIT A,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8991489,1.3297619439999997
71131,Automobile Megamart,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90140378909662,1.3312751069364401
71139,Blk 302,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90087888738246,1.3305422473753798
71141,Blk 3023,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89706805602555,1.3291733329941298
71149,Blk 3024,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89713767691656,1.3288655388879604
71151,Blk 3021,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8944494102938,1.32814305145316
71159,Blk 3026,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89457489895001,1.3278764191941201
71161,Blk 3019,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89209147524538,1.3273299432591699
71169,Aztech Bldg,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89217317535862,1.3270650298993498
71171,Blk 1022,8,TAI SENG,HOUGANG,NORTH-EAST REGION,103.89238738026172,1.33497828854869
71179,Opp Blk 1022,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89238294056769,1.3346773011371997
71181,Opp Paya Lebar Air Base,9,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,103.8989460984825,1.34332868665716
71189,Paya Lebar Air Base,5,PLAB,PAYA LEBAR,EAST REGION,103.89909457528678,1.34494057674135
71191,Aft Defu Lane 12,9,DEFU INDUSTRIAL PARK,HOUGANG,NORTH-EAST REGION,103.89814797322435,1.34114100497371
71201,Paya Ubi Ind Pk,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89795152582765,1.32612447781531
71209,Opp Paya Ubi Ind Pk,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89720788120637,1.3260811282510498
71211,Ubi 55,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8952540375359,1.32546235545492
71219,Ubi Techpark,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89505220634288,1.32554207103
71221,Meiban Ind Bldg,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.89318347862555,1.32632177179998
71229,Opp Meiban Ind Bldg,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.8933485973626,1.3262356263279502
71291,THE LEO,1,KAKI BUKIT,BEDOK,EAST REGION,103.90374749997088,1.3370900787510303
71299,EMPIRE TECHNOCENTRE,1,KAKI BUKIT,BEDOK,EAST REGION,103.90401762057128,1.33675693078428
71331,KAKI BT AUTOHUB,1,KAKI BUKIT,BEDOK,EAST REGION,103.90096749998749,1.33683480070641
71339,OPP KAKI BT AUTOHUB,1,KAKI BUKIT,BEDOK,EAST REGION,103.90112122053515,1.33681468016557
72011,Blk 322,3,KAMPONG UBI,GEYLANG,CENTRAL REGION,103.90548361097667,1.3281649999948197
72019,Eunos Mans,1,KAKI BUKIT,BEDOK,EAST REGION,103.90546507501654,1.32884628389091
72021,Blk 646,1,KAKI BUKIT,BEDOK,EAST REGION,103.90632186608579,1.3309653121011598
72029,Opp Blk 646,1,KAKI BUKIT,BEDOK,EAST REGION,103.90655207721196,1.33086398684
72031,BEF KAKI BT STN EXIT B,1,KAKI BUKIT,BEDOK,EAST REGION,103.9099203114682,1.33521859078695
72039,KAKI BT STN EXIT A,1,KAKI BUKIT,BEDOK,EAST REGION,103.90985114690734,1.3354664827945797
72041,Blk 660A CP,1,KAKI BUKIT,BEDOK,EAST REGION,103.90743417265202,1.3347028698151298
72049,Opp Blk 660A CP,1,KAKI BUKIT,BEDOK,EAST REGION,103.90747460787432,1.33490332816583
72051,Kaki Bt Ind Est,1,KAKI BUKIT,BEDOK,EAST REGION,103.90412516288117,1.3334397321134297
72059,Opp Kaki Bt Ind Est,1,KAKI BUKIT,BEDOK,EAST REGION,103.90428000002385,1.33375833299433
72061,Blk 122,1,KAKI BUKIT,BEDOK,EAST REGION,103.9098393917043,1.33177922756641
72069,Blk 121,1,KAKI BUKIT,BEDOK,EAST REGION,103.90977961908514,1.3315099415589202
72071,Blk 133,1,KAKI BUKIT,BEDOK,EAST REGION,103.91184110459187,1.3321916508788603
72079,Blk 609,1,KAKI BUKIT,BEDOK,EAST REGION,103.91201112281274,1.33201510811169
72131,OPP TECH VIEW,1,KAKI BUKIT,BEDOK,EAST REGION,103.90994099232343,1.3379112645532298
72139,TECH VIEW,1,KAKI BUKIT,BEDOK,EAST REGION,103.90924143080564,1.33734376313375
72141,BARTLEY BIZ CTR,1,KAKI BUKIT,BEDOK,EAST REGION,103.91150189998882,1.3386072977730097
72149,SHUN LI IND PK,1,KAKI BUKIT,BEDOK,EAST REGION,103.91170534393189,1.33834674682355
72151,AUTOBAY @ KAKI BT,1,KAKI BUKIT,BEDOK,EAST REGION,103.91301810001244,1.34084789558521
72159,OPP AUTOBAY @ KAKI BT,1,KAKI BUKIT,BEDOK,EAST REGION,103.91270758032465,1.3404338693827098
72161,AFT BARTLEY VIADUCT,1,KAKI BUKIT,BEDOK,EAST REGION,103.916355499978,1.3411493537633703
72169,BEF BARTLEY VIADUCT,1,KAKI BUKIT,BEDOK,EAST REGION,103.9162627010335,1.34108153912707
73019,Bef RSAF Roundabout,4,AIRPORT ROAD,PAYA LEBAR,EAST REGION,103.89945109919051,1.35197881564019
73021,LP 223R12,3,PAYA LEBAR WEST,PAYA LEBAR,EAST REGION,103.91860651287472,1.37990824811851
73029,Opp LP 223R10,3,PAYA LEBAR WEST,PAYA LEBAR,EAST REGION,103.91817387962283,1.37988665914102
73031,Bef Tampines Ind Ave 5,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.920020388391,1.37606329708152
73039,Aft Tampines Ind Ave 5,5,PLAB,PAYA LEBAR,EAST REGION,103.919840609252,1.37605781654383
73041,ST Aero,4,AIRPORT ROAD,PAYA LEBAR,EAST REGION,103.89881500673948,1.3504717976193998
73049,Air Force Sch,4,AIRPORT ROAD,PAYA LEBAR,EAST REGION,103.89909496908518,1.35081770773441
74011,Aft Tampines Ind Ave 5,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.92045032835671,1.37329165833159
74019,Bef Tampines Ind Ave 5,5,PLAB,PAYA LEBAR,EAST REGION,103.92015138898552,1.37358500000858
74021,Bef Tampines Ind Ave 4,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.92278161130189,1.3704280344316702
74029,Aft Tampines Ind Ave 4,5,PLAB,PAYA LEBAR,EAST REGION,103.92288994719686,1.3700705233294002
74031,Aft Jln Sam Kong Si,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.92648611289407,1.3675347007791299
74039,Bef Jln Sam Kong Si,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.92618181390851,1.36735308717402
74041,Opp Golden Pagoda Tp,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.92978611099927,1.36850444400102
74049,Golden Pagoda Tp,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.93012376046164,1.36851139242556
75009,Tampines Int,2,TAMPINES EAST,TAMPINES,EAST REGION,103.94339098473914,1.3540755236747701
75019,Tampines Concourse Int,2,TAMPINES EAST,TAMPINES,EAST REGION,103.9416488042812,1.35737133106172
75021,BLK 879B,3,TAMPINES WEST,TAMPINES,EAST REGION,103.92851745350569,1.3516844518211397
75031,Opp Springfield Sec Sch,3,TAMPINES WEST,TAMPINES,EAST REGION,103.92946243284943,1.3508069675369703
75039,Springfield Sec Sch,3,TAMPINES WEST,TAMPINES,EAST REGION,103.92956819494434,1.3506577199911003
75051,TAMPINES WEST STN EXIT B,3,TAMPINES WEST,TAMPINES,EAST REGION,103.94008153173421,1.3450339415413197
75059,BEF TAMPINES WEST STN,3,TAMPINES WEST,TAMPINES,EAST REGION,103.9402168928283,1.34471168546511
75061,Opp Bedok Reform Trg Ctr,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93646836281481,1.3407139176074503
75069,Bedok Reform Trg Ctr,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93669999999881,1.3406633329694302
75071,Opp Blk 819,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93654250213598,1.34893303477474
75079,Blk 819,3,TAMPINES WEST,TAMPINES,EAST REGION,103.9370121634589,1.3485824944192102
75081,Blk 831,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93426738811776,1.3498694189109297
75089,Blk 827,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93404731779178,1.34977145890473
75099,Blk 897,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93423427925954,1.3481064002882097
75101,Blk 880,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93150144928326,1.35109968413462
75109,Blk 888,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93102423699943,1.35115140327554
75111,Blk 874A,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93201333297846,1.3530449999830299
75121,Opp Darul Ghufran Mque,2,TAMPINES EAST,TAMPINES,EAST REGION,103.93903255460283,1.3559339205898602
75129,Darul Ghufran Mque,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93936521711957,1.3556364204949598
75131,Bet Blks 701/702,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93709646027764,1.3559481834610705
75139,Blk 863,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93612503756641,1.35563964372785
75141,Blk 730,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93377888890949,1.3562500000011202
75149,Blk 867A,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93366388890493,1.3559719444412697
75151,Opp Blk 871A,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93145206236657,1.3545178122414303
75159,Blk 874,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93146643451303,1.3540511520672398
75161,Blk 855,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93456070784656,1.3532499714330297
75169,Opp Blk 853,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93440612457626,1.35327639994383
75171,Aft Tampines Ave 9,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93129999999998,1.3574999999999997
75179,Bef Tampines Ave 9,3,TAMPINES WEST,TAMPINES,EAST REGION,103.9317,1.3570000000000002
75201,Blk 835,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93353377368993,1.35078500992301
75209,Blk 882A,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93361000002285,1.35145000000178
75219,Blk 889,3,TAMPINES WEST,TAMPINES,EAST REGION,103.9321567318492,1.34971138040971
75221,Opp Temasek Poly East G,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93595044893453,1.34567355960876
75229,Temasek Poly East G,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93676608938834,1.34499782605889
75231,Opp Temasek Poly,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93265533979495,1.3470777944492898
75239,Temasek Poly,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93257655832721,1.3467525989831501
75241,Opp Temasek Poly West G,3,TAMPINES WEST,TAMPINES,EAST REGION,103.92980219657613,1.3484480300987098
75249,Temasek Poly West G,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93017010145029,1.3479149967175699
75251,Opp Tropica Condo,3,TAMPINES WEST,TAMPINES,EAST REGION,103.92783361101397,1.3494983330038
75259,Tropica Condo,3,TAMPINES WEST,TAMPINES,EAST REGION,103.92798027801848,1.34913805600656
75261,Bet Blks 710/713,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93796778680796,1.3580199838019498
75269,Opp Blks 710/713,2,TAMPINES EAST,TAMPINES,EAST REGION,103.93814214622792,1.35917286418935
75271,Blk 721,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93601495043112,1.3602483343995295
75279,Opp Blk 721,1,TAMPINES NORTH,TAMPINES,EAST REGION,103.93620400344062,1.3604749400553
75281,Blk 742A,3,TAMPINES WEST,TAMPINES,EAST REGION,103.9336380909512,1.3602278926046698
75289,Opp Blks 741/742,1,TAMPINES NORTH,TAMPINES,EAST REGION,103.93331674675822,1.36045667202312
75291,Aft Tampines Ave 9,2,PAYA LEBAR EAST,PAYA LEBAR,EAST REGION,103.93076720725303,1.36149182194897
75299,Bef Tampines Ave 9,1,TAMPINES NORTH,TAMPINES,EAST REGION,103.93106617032824,1.3623910173899603
75311,Tampines Dormitory,1,PAYA LEBAR NORTH,PAYA LEBAR,EAST REGION,103.93078207971784,1.36707803417357
75319,Opp Tampines Dormitory,1,TAMPINES NORTH,TAMPINES,EAST REGION,103.93106194445039,1.3672080555600103
75329,Poi Ching Pr Sch,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93627195175705,1.3577547173602398
75339,Blk 734,3,TAMPINES WEST,TAMPINES,EAST REGION,103.93415212517195,1.35846309875614
75341,Opp The Clearwater Condo,2,BEDOK RESERVOIR,BEDOK,EAST REGION,103.933861255669,1.33832204097015
75349,The Clearwater Condo,2,BEDOK RESERVOIR,BEDOK,EAST REGION,103.93395781514978,1.3381182486962497
